"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","w8nwRe","fontLabelMedium","Tap5If","dSlJg","Hzvxle","pkWtMe","dSlJg 2","znYl0","uEubGf","bC3Nkc"
"https://lh3.googleusercontent.com/a-/ALV-UjWZIrt0VK8cpoUx0Z1-foPFHfQBe0qmn02Z4m0abLwpKtE=w54-h54-p-rp-mo-ba3-br100","Aditi Singh","Local Guide · 42 reviews · 3 photos","","","11 years ago","IIT-Bombay is the dream destination of most engineering aspirants.
Arguably the best engineering institute in India.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWzEvqgt8zfPalzEvemvr72gVEh8CV0LeicBD4xxQWbZB0=w54-h54-p-rp-mo-ba5-br100","Prabhanath Nair","Local Guide · 100 reviews · 618 photos","","","5 years ago","Lovely place covered with greenery , in the heart of the city.
Do visit this place one time for sure.
Known for Music and Technical Fests.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKIHNgxg1ZubdnRjkjEGWK72XGRInqvvZ2DVxU1pnKS=w54-h54-p-rp-mo-br100","Jeorge Cook","10 reviews","","","a year ago","My dream college and a nice place to study!","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKlbdm6U41keHqelCEMMKGTUkP2JCxegFVVsOOSq7cn=w54-h54-p-rp-mo-br100","Ilyaz Shaikh","24 reviews","","","a year ago","Awsome
Place to study and  I just love to study here","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWCu4if3KczlEDZKFYiBiOwJA0jwqMgiKsMNmJVn84CNgum=w54-h54-p-rp-mo-ba4-br100","Arnab Joardar","Local Guide · 27 reviews · 438 photos","","","8 years ago","Cool climate with plenty of greenery. And the mother of all things: a ultra fast Internet connection. Can a guy ask for any more?","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWzecU_3OaN44wbG7ePG0CfaPQMVStyy6RJvjciz3pGEnk=w54-h54-p-rp-mo-ba5-br100","vipul bellap","Local Guide · 323 reviews · 988 photos","","","7 years ago","A great place for student life. A huge campus and one of the premier institutes in India","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVe_U3zdm-opXBYs1rhGT1OZbcbpuLZJgxWp1e0GOUNJI4=w54-h54-p-rp-mo-ba4-br100","Struan Dias","Local Guide · 54 reviews · 164 photos","","","6 years ago","One of the best institutes ever visited.I  had even gone for the IIT TECHFEST which was really awesome.","","","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUVOOZYHZcgiDERMSr5GQHP50BUv5oBt8_cIThMGvSq-DM=w54-h54-p-rp-mo-br100","Mohan Kumar","3 reviews","","","a year ago","One of the best engineering college to study","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVvthfiBzEbeGk4cF8pyW6PfCbddArpIirfnSp9aPg2Pg=w54-h54-p-rp-mo-ba4-br100","Chittaranjan Shasamal","Local Guide · 64 reviews · 55 photos","","","a year ago","One of the Best institute in India or also in World.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIKK6eXeCJN0af8q6S2uEUheZAFwnibt5AZM9KcuByalxs=w54-h54-p-rp-mo-ba4-br100","Shivam Waghela","Local Guide · 34 reviews · 29 photos","","","7 years ago","Amazing faculties. Very friendly people in the campus. Motivation is in the air. Worth attending.","","","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtrEg5YtQIr7VLNSssk2d19G_-2S0Hr7hmImfLo-hKMio=w54-h54-p-rp-mo-ba2-br100","Rohit bachaley","Local Guide · 7 reviews · 4 photos","","","a year ago","The is India for best iit college in India teach for best position","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU4om9xXd952_U-gbATfsGYYyIzTdPFNcZEoIRzV1vaI0pB=w54-h54-p-rp-mo-ba5-br100","Sharif Inamdar","Local Guide · 136 reviews · 945 photos","","","6 years ago","One of the best campus in the city...close to nature n the most elite institution..","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWtzxEwnNk8iTD_6NnR3FwD42x5vNr3oc06EKOzkMKMv5U=w54-h54-p-rp-mo-ba3-br100","Amit Chaurasia","Local Guide · 26 reviews · 3 photos","","","6 years ago","This college is one of the top three colleges in india. The campus size is huge.","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUE8L0yl6CIrc_TZS9qjIXSGWOH-mzctlcL6Ucg6F7eIOwU=w54-h54-p-rp-mo-ba5-br100","Sanul Raskar","Local Guide · 279 reviews · 321 photos","","","8 years ago","Everyone struggles and study day - night to get this college... This is the college of dream for every student who want to do something different in life...Best college to innovate ..","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXM1MXUpMG4qc_KcgJTo-4dkkQDXIIZPcU_JuuJoj5UpNA=w54-h54-p-rp-mo-br100","Surabhi Chaturvedi","4 reviews","","","a year ago","Best campus among all the IITs","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWBcQZfGCCeFWcGGMUqfKHpqmMNj3Zivt83Lh0GMT-Ui6E=w54-h54-p-rp-mo-br100","Abdul Rehaman","15 reviews · 1 photo","","","a year ago","Exposure to the wide variety of resources, many avenues for extra curricular","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIt8WVVop_mtDoe3OulO-5BgurU2-J_6y-7wNqMXP2o=w54-h54-p-rp-mo-br100","Raviraj Keswani","1 review","","","6 years ago","I am having a dream to be selected in IIT as studying in std. 9th I am deciding tobtake software engineering","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ4N1Ug0ekyTw-S-FijFaIz_K3C2C-_Rg0_r7LHSCZZ=w54-h54-p-rp-mo-br100","Ayush Jha","1 review","","","a year ago","After 2years later  I take admission in this college, my dream is to take degree in this college !!!","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXP6jCV2vPSxHQGRb9em7pMRRTWxMMhiPBhMKBXTjjdZf8=w54-h54-p-rp-mo-br100","Govind Potdar","10 reviews","","","a year ago","Best Institute.
Campus is very good.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUvBAg9XbFOwEDUwtIRKaT9mKX7zoe1UR7AOR-LGF3kBA=w54-h54-p-rp-mo-ba4-br100","A A","Local Guide · 48 reviews · 34 photos","","","a year ago","The trai for world industry's most important person of sciences University","","","","","Like","7","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVy9xeMOfG6vDCUuIIcgg4jEIbSVObxyFTf84z90dVogm0=w54-h54-p-rp-mo-br100","rajarani p","3 reviews","","","a year ago","Nice college learning process very excellent 👍 …","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW5cidP2uJrvXy5FJbXt2LvXzWvU0zMu5WbakimD1rclzQ=w54-h54-p-rp-mo-ba3-br100","Vetri Vel.r","Local Guide · 33 reviews · 55 photos","","","a year ago","IITB IS EMOTIONS!! CMe here to visit my senior it was worth it","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXLPSBE-QjcXLgXN34-vEEA22xGAUnktSDQaTHsgdPm3NQ=w54-h54-p-rp-mo-ba4-br100","Aman Singh","Local Guide · 82 reviews · 32 photos","","","10 months ago","Mumbai's biggest institute till now.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVMMZeH0auftepTc-BsxwZai0gQvGs6ajXH4MNYK05Zmg=w54-h54-p-rp-mo-ba3-br100","Rahul Saini","Local Guide · 1 review · 29 photos","","","a year ago","It comes under the Indian Government and is a very cool place.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVEKU_9C_BqgfeKnYI_z-rRH-XZz-A3gcuCfDNuyi20ghM=w54-h54-p-rp-mo-br100","Farhad khan","6 reviews","","","a year ago","It is one of the best IIT College in India.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWaceevSowin3oWtqmzCOSQCRfdjnsjrPfeac9TaW7HPhM=w54-h54-p-rp-mo-br100","Er Ajaykumar","4 reviews · 1 photo","","","3 weeks ago","The best college","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUUjshXpjK-t8vcSObtlv8jlsICSXcH051yGg6-GYFTsuw=w54-h54-p-rp-mo-ba4-br100","Jayaraman A","Local Guide · 40 reviews · 81 photos","","","9 years ago","Loves the campus with full of machine mined and innovative thinking peoples.I had attened ROBO SPECIES WORKSHOP for semifinal round at IIT BOMBAY.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIV3Q5eCOI_cmgN4bEBzrMXPoqn4JsJ5PHVjq8dt5_x=w54-h54-p-rp-mo-ba4-br100","bhuvanesh abburi","Local Guide · 106 reviews · 44 photos","","","7 years ago","Extraordinary place for education and entertainment one of the best colleges in India it is great to be here","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ46lp6T_fdz8AlzJO8IZrN73SqhExzVKn5AJ-UOqOh=w54-h54-p-rp-mo-br100","Manoj Soni","2 reviews","","","a year ago","One day it will happen..I will share my experience also..😌 please bless me for my aim. 🥰 …","","","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIKkM_ZqxXPDuXuHbKg1-40E47CvSBcpDC4adbURx_2g50=w54-h54-p-rp-mo-ba6-br100","Mohan Mukesh Malviya","Local Guide · 200 reviews · 2,998 photos","","","7 years ago","It is really a nice place, lake side very beautiful and peaceful. The Institute is nicely build.","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWi7pp8jA62b2LT7funWhaA5jl1E2TZA-nA59gUbed7zWE=w54-h54-p-rp-mo-ba2-br100","Om Prakash","Local Guide · 18 reviews · 30 photos","","","3 years ago","High valued engineering college in India.","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX8iUEO7OEAayxZXmKSgK4Fs8TNjp7VmurWfF_5TnTMRw=w54-h54-p-rp-mo-ba3-br100","Luis Kanan","Local Guide · 42 reviews · 1 photo","","","7 years ago","Best place of Mumbai. Cheers to our future PhDs of mechanical Engineering department.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJX_qMZnQ0HG_9fmItQ746cU5uKhvcN4Qe4VRjF3qA=w54-h54-p-rp-mo-br100","vaibhav dahiwalkar","4 reviews · 4 photos","","","a year ago","Good place for Seminar","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX6gkVrM7GAXEeHDlh8rX4IawG1pB0IivxqxBuuADe9do4=w54-h54-p-rp-mo-ba3-br100","Alan Almeida","Local Guide · 33 reviews · 1 photo","","","3 years ago","India's best institution with a huge campus! Tough to get admitted though.","","","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWkUOo7sz1u8tuXfefIPCBi7wPedkh4JKKiGwsSfir8QH8=w54-h54-p-rp-mo-ba5-br100","Dnyaneshwar Puri","Local Guide · 218 reviews · 253 photos","","","7 years ago","This institute is really Amazing, having a great natural environment & very broad area of construction.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVYaIEEIT-iIG92wp2O52GTmj1ypZMofvAoDS1xEhkqzOU=w54-h54-p-rp-mo-ba4-br100","Brakpal Verma","Local Guide · 65 reviews · 20 photos","","","a year ago","It is one of the best among all IIT colleges","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWp7I-I60fwIaXbnk7sn-lrZGXv9kNvIiVrQvAxSyAYkovv=w54-h54-p-rp-mo-ba3-br100","Amit Umbersada","Local Guide · 22 reviews · 63 photos","","","8 years ago","Very nice campus... and best engineering college... as well as best iit..","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVHKnsf5mVbjY6ytMPCOhjLRe7nAw2TQM5s7j0E8b0fbL0=w54-h54-p-rp-mo-br100","19-410 nurchu Sirisha","4 reviews","","","10 months ago","Nice environment best place for study","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVYvthaz2sMLtdV4fKo7S2lRmBd3Dgny3zzhAiaUgkocXM=w54-h54-p-rp-mo-ba4-br100","Devendra Sharma","Local Guide · 44 reviews · 156 photos","","","a year ago","very good institute.Dream for engineers.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVRumxwtAIEQ-84DVT8n0qODobbkFaSEtEhOqQFzzW_SGQ=w54-h54-p-rp-mo-ba6-br100","Satish Pendse","Local Guide · 614 reviews · 1,497 photos","","","7 years ago","One of the best educational institutes in India. Excellent complex and motivating ambience","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK9gA5Fx5XYytid-f8gBfq4wgH4eu6y7GbiOEMY438BfQ=w54-h54-p-rp-mo-ba3-br100","Surya V","Local Guide · 34 reviews","","","7 years ago","Best technical institution in India. Outstanding infrastructure and Placement.
Lake view area","","","","","Like","8","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLuO1vyrnWRFQ3bNhGhqTDYEx_nGR0A5og-71YuQcIA=w54-h54-p-rp-mo-ba4-br100","Naresh","Local Guide · 159 reviews · 12 photos","","","a year ago","Great institute, prestigious college to study","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXO1TmzV0OBtFJYy9b5QYv7PXkhUVvmpKLeZQbRTz4IhbU=w54-h54-p-rp-mo-ba5-br100","vinayak mangalath","Local Guide · 133 reviews · 68 photos","","","a year ago","Great place of learning...great ambience.  Great location...cool place.","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWrpcg4QfZtKRzT5_AULerJ6yZUP7LmBs4q-i3Uar1pOxqk=w54-h54-p-rp-mo-br100","Vipin Kumar","6 reviews","","","3 weeks ago","Best University.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXTpIdr31QC0njr6hJy0jGos8Nd5EKPKq4G4chG0C0IvVg=w54-h54-p-rp-mo-ba5-br100","Arun Prabhu Loganathan","Local Guide · 121 reviews · 26 photos","","","7 years ago","Great people. Great infrastructure. Green. Calm. Cool. Clean. 40+ food places. Lake. Hill. Party!","","","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXL8L_N4cvLNStcp9Ilz2H5fQkMwkEeOrfNUa8HswNX54Q=w54-h54-p-rp-mo-ba3-br100","Surjit Paul","Local Guide · 43 reviews · 21 photos","","","6 years ago","This institute does not require any introduction. It is the best IIT among IIT system.","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXgRltxS6dNr-H6ZFaZXRk1LHHIQIHb6wJdHOjxIYzvxQ=w54-h54-p-rp-mo-br100","Gousalya Subramanian","4 reviews","","","a week ago","Nice coaching","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUB97BlOT_WLrbbAcrKvd6le2B5fS_w_sm8CO2kuDAMbS4=w54-h54-p-rp-mo-ba3-br100","Himalaya Ghoderao","Local Guide · 55 reviews · 5 photos","","","3 years ago","Nice place but it’s really hot there the hostel don’t have ac","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVJLYmYZC5dGP4VLuFwORPdAxzDBvn5EQqrKi-Pbul6bJQT=w54-h54-p-rp-mo-ba4-br100","Kshitij Rathod","Local Guide · 79 reviews · 42 photos","","","6 years ago","Greenery here is one of the best thing to enjoy here the best weather here is on december
Pollution free weather you miss in the other area of city","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXPx1wueVs34_NJE77aOYD_Fb59iWsCnXRdZxRWIl0_eUFV=w54-h54-p-rp-mo-ba4-br100","Piyush Mutha","Local Guide · 130 reviews · 120 photos","","","7 years ago","Dream college for every wanna be engineer.. Really the best IIT college in India","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJRQLQHJt-Wyde753MhLsWCv1k12Q2P0hJF1USlTLgd=w54-h54-p-rp-mo-ba6-br100","vikrant mandiya","Local Guide · 242 reviews · 1,518 photos","","","a year ago","Thats my college....a place where you learn what engineering is...","","","","","Like","2","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0a9hGQI7XImu-iF6S6Z-lHn5CLeWxXiNJV2MUwUxZDfE=w54-h54-p-rp-mo-br100","Venkat Appalabattula","1 review · 3 photos","","","8 years ago","I love IIT BBC it is my dream to come here I still study in 9th but I will try my best to come here","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJVHrxNferMgST1eltKJGqEvLNAdzSGfp0iRPZlAYvF=w54-h54-p-rp-mo-ba4-br100","Krisha W","Local Guide · 81 reviews · 8 photos","","","5 years ago","Best college in Mumbai for B.Tech. and one of the best colleges in India","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW81UVVepSUhexQQuLhsJwUY7FCCpHWTw9onKn78BqETA=w54-h54-p-rp-mo-br100","Vishwajeet Gupta","487 reviews","","","5 years ago","Powai lake ,green campus,rain forest,view from hostels.samir hill. . Had a great stay here.","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU7BYZkm7eKlI6K8uhW3bfnlEzxo7FNOdelZRpbDeRH6eD_=w54-h54-p-rp-mo-ba3-br100","Jhasaketan Biswal","Local Guide · 6 reviews · 80 photos","","","7 months ago","One of the top institutes in India.","","","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVneE8H9_BRBZnf9cVATJTpIlU344xuK2cSzilL1KyMP6Q=w54-h54-p-rp-mo-ba4-br100","Ashish Mishra","Local Guide · 149 reviews · 77 photos","","","7 years ago","It's my dream to study here ....well one of the best institute","","","","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUDKgXAK8U2tn5Qp6j6cRUXlieZSPfsI1RmOw2vkLwJew=w54-h54-p-rp-mo-ba2-br100","Himank Singh","Local Guide · 8 reviews","","","11 months ago","Really good place to stay and study","","","","","","","","Share","",""
